movieId,title,genres,year,cast,director,producer,screenwriter,composer,editor,distributor,country
117529,Jurassic World,Action|Adventure|Drama|Sci-Fi|Thriller,2015,Dimitri Vegas,Colin Trevorrow,Patrick Crowley,Emily Carmichael,Michael Giacchino,Mark Sanger,Universal Pictures,United States of America
117533,Citizenfour,Documentary,2014,Gonzalo Boye,Laura Poitras,Dirk Wilutzky,Laura Poitras,Nine Inch Nails,Mathilde Bonnefoy,The Weinstein Company,Germany
117557,December,Drama,1991,Charles Melton,Todd Haynes,Pamela Koffler,Samy Burch,Frank Momberg,Affonso,Central Partnership,United States of America
117559,Decoy,Action,1995,Jakob Tiedtke,Roger Le Bon,Karl Ritter,Louis de Wohl,Friedrich Wilhelm Rust,Willy Zeyn junior,Mutual Film,Germany
117567,Grind,Drama,1997,Nick Sandow,Ted V. Mikels,David Heyman,Chris Kentis,James Newton Howard,Mark Day,Castle Hill Productions,United States of America
117588,The 39 Steps,Crime|Mystery|Thriller,2008,Jerry Verno,Alfred Hitchcock,Michael Balcon,John Hay Beith,Charles Williams,Derek Twist,Gaumont-British Picture Corporation,United Kingdom
117596,Devil's Doorway,Western,1950,Timothy Gibbs,Aislinn Clarke,Nicholas Nayfack,Kevin S. Tenney,Daniele Amfitheatrof,Conrad A. Nervig,Metro-Goldwyn-Mayer,Republic of Ireland
117606,Divorce,Drama,1945,James Rennie,Sandrine Brodeur-Desrosiers,William Fox,Sarah Y. Mason,Mischa Spoliansky,Helga Gentz,nouvelle de distribution,Canada
117610,Doctor at Large,Comedy|Romance,1957,John Chandos,Ralph Thomas,Betty Box,Nicholas Phipps,Edmund Crispin,Frederick Wilson,General Film Distributors,United Kingdom
117612,Doctor in Distress,Comedy,1963,Fenella Fielding,Ralph Thomas,Betty Box,Nicholas Phipps,Norrie Paramor,Alfred Roome,Rank Organisation,United Kingdom
117614,Doctor in the House,Comedy,1954,Amy Veness,Ralph Thomas,Betty Box,Nicholas Phipps,Edmund Crispin,Gerald Thomas,General Film Distributors,United Kingdom
117618,Don Juan,Adventure|Drama|Romance,1926,Reinhold,Jerzy Sladkowski,Reinhold,Valdemar Andersen,Wolfgang Amadeus Mozart,Walter,United Artists Corporation,Spain
117620,Don Juan,Comedy|Romance,1998,Reinhold,Jerzy Sladkowski,Reinhold,Valdemar Andersen,Wolfgang Amadeus Mozart,Walter,United Artists Corporation,Spain
117624,Don't Give Up the Ship,Comedy,1959,Karl Lukas,Norman Taurog,Hal B. Wallis,Herbert Baker,Walter Scharf,Warren Low,Paramount Pictures,United States of America
117642,Dr. Jekyll and Mr. Hyde,Drama|Horror|Sci-Fi|Thriller,2008,Innokenty Smoktunovsky,Aleksandr Orlov,Sylvestre,Georgy Kapralov,Eduard Artemyev,Eric Walter Orbom,Netflix,Soviet Union
117662,Easy Living,Drama,1949,Robert Ellis,Adam Keleman,Robert Sparks,Charles Schnee,Roy Webb,Doane Harrison,RKO Pictures,United States of America
117668,Ecstasy,Drama|Thriller,2011,Dary Holm,Zilvar,Armando,Moana Pozzi,Luis Alberto del,Clarissa Ambach,Troma Entertainment,Czech Republic
117674,El Condor,Action|Adventure|Romance|Western,1970,Imogen Hassall,John Guillermin,de Toth,Larry Cohen,Maurice Jarre,William H. Ziegler,National General Pictures,South Korea
117690,Enchantment,Drama|Romance,1948,Kelsey O'Brien,Harold Arsenault,Samuel Goldwyn,John Patrick,Carl W. Stalling,Daniel Mandell,Filmoption International,Canada
117692,Endangered Species,Horror|Sci-Fi|Thriller,2003,Christian Campbell,M. J. Bassett,Carolyn Pfeiffer,Alan Rudolph,Gary Wright,Tom Walls,Warner Bros. Television Studios,United States of America
117710,Murder on the Orient Express,Crime|Drama|Mystery,2001,Phil Dunster,Kenneth Branagh,Kenneth Branagh,Michael Green,Patrick Doyle,Mick Audsley,20th Century Studios,United Kingdom
117712,My Friend Irma Goes West,Comedy|Crime|Musical,1950,Don Porter,Hal Walker,Hal B. Wallis,Cy Howard,Leigh Harline,Warren Low,Paramount Pictures,United States of America
117718,Barely Legal,Comedy,2011,Andrea,David M. Evans,Paul Bales,David H. Steinberg,Andrew Gross,Harry Keramidas,Hustler Video,United States of America
117728,Moving Violations,Comedy,1985,John Murray,Neal Israel,Joe Roth,Pat Proft,Ralph Burns,Tom Walls,20th Century Studios,United States of America
117736,The Dark Horse,Comedy,1932,Rachel House,Will Jason,Tom Hern,James Napier Robertson,Dana Lund,Peter Roberts,Transmission Films,United States of America
117740,The Fake,Animation|Drama|Thriller,2013,Hermann Leffler,Phil Rosen,Steven Pallos,Andreas Johnsen,Seiber,William Hamilton,Netflix,United States of America
117742,The Fake,Crime|Drama,1953,Hermann Leffler,Phil Rosen,Steven Pallos,Andreas Johnsen,Seiber,William Hamilton,Netflix,United States of America
117750,The Real Glory,War,1939,Soledad,Stuart Heisler,Robert Riskin,Jo Swerling,Alfred Newman,Daniel Mandell,Netflix,United States of America
117752,This Is the Night,Comedy,1932,Jonah Hauer-King,James DeMonaco,Sebastien Lemercier,James DeMonaco,Nathan Whitehead,Keith Fraase,Universal Pictures,United States of America
117838,Lucia,Drama|Romance|Sci-Fi|Thriller,2013,Paolo Carlini,Marco Chiappetta,C. V. Kumar,Gian Vittorio Baldi,Luciano Chailly,Otello Colangeli,Y NOT Studios,Italy
117861,Black or White,Drama,2014,David Jensen,Mike Binder,Mike Binder,Mike Binder,Terence Blanchard,Roger Nygard,Good Films,United States of America
117867,'71,Action|Drama|Thriller|War,2014,Agun,Tanvir Mokammel,Robin Gutch,Tanvir Mokammel,Shujeo Shyam,Mujibur Rahman Dulu,Impress Telefilm Limited,Bangladesh
117869,Bastards,Documentary,2014,Stan Nze,Yemi Morafa,Trincado,Ana Murugarren,Jan P. Muchow,Ana Murugarren,Netflix,Nigeria
117881,Still Alice,Drama,2014,Julianne Moore,Richard Glatzer,Lex Lutzus,Richard Glatzer,Ilan Eshkeri,Nicolas Chaudeurge,InterCom,United Kingdom
117883,Je qu'on reste amis,Comedy|Drama|Romance,2005,Thierry Godard,Toledano,Bruno Chiche,Toledano,Bruno Coulais,Dorian Rigal-Ansous,StudioCanal,France
117887,Paddington,Children|Comedy,2014,Hugh Grant,Paul King,David Heyman,Simon Farnaby,Dario Marianelli,Jonathan Amos,StudioCanal,United Kingdom
117893,Jessabelle,Horror|Thriller,2014,Sarah Snook,Kevin Greutert,Jason Blum,Ben Garant,Anton Sanko,Kevin Greutert,Hungary,United States of America
117897,Kink,Documentary,2013,Frankie Cullen,Jerry Mitchell,James Franco,Ian Olds,Rajan-Nagendra,Ian Olds,Vudu,United States of America
117899,Beautiful Girl,Drama,2014,Seumas Sargent,Aron Lehmann,Peter Eiff,Aron Lehmann,Mad Maks,Ana de Mier y,Netflix,Germany
117903,Dirigible,Adventure,1931,Edward Hearn,Frank Capra,Harry Cohn,Frank Wead,Constantin Bakaleinikoff,Joseph Walker,Columbia Pictures,United States of America
117909,The Kiss,Romance,1900,Taylor Zakhar Perez,Vince Marcello,Michele Weisler,Vince Marcello,Patrick Kirst,Paul Millspaugh,Netflix,United States of America
117911,Quest,Animation,1996,Josh Bernstein,Antti Haikala,Marko,Antti Heikkinen,Mona Mur,Douglas Blush,SF Studios,United States of America
117918,Pendulum,Drama,1969,Amy Paffrath,Alice,Alice,Edgar Allan Poe,Richard Band,Shehzad Afzal,Entertainment One,United States of America
117958,Vice Versa,Comedy,1948,Sergio Poves Campos,Maurice Elvey,Emjay Rechsteiner,Alejandro Agresti,Alejandro Agresti,Alejandro Brodersohn,General Film Distributors,United Kingdom
117962,Quartet,Drama,1948,Konvalinka,Frank Scheffer,Peter Carsten,Guido Lukoschek,Norbert Schultze,Jan,Mandarin Films Distribution Co. Ltd.,Panama
117966,Christopher Columbus,Action|Adventure|Drama,1949,Ferenc,Edwin L. Hollywood,Sydney Box,Lucien Nonguet,Arthur Bliss,Loiseleux,General Film Distributors,France
117977,The Magnet,Comedy,1950,Blanca Lewin,Georges Hatot,Lise,Morten Henriksen,Arild Andersen,Ghita Beckendorff,United Artists Corporation,France
118006,Doctor at Sea,Comedy,1955,James Kenney,Ralph Thomas,Betty Box,Nicholas Phipps,Edmund Crispin,Frederick Wilson,Rank Organisation,United Kingdom
118013,The Iron Petticoat,Comedy,1956,Robert Helpmann,Ralph Thomas,Betty Box,Harry Saltzman,Benjamin Frankel,Frederick Wilson,John and James Woolf,United Kingdom
118023,Orders to Kill,Drama|War,1958,Aldo Bufi Landi,Silvio Siano,Anthony Havelock-Allan,Paul Dehn,Georges Garvarentz,Gordon Hales,British Lion Films,France
118025,Upstairs and Downstairs,Comedy,1959,Nicholas Phipps,Richard Oswald,Betty Box,Richard Oswald,Felix Bartsch,Alfred Roome,Rank Organisation,German Reich
118050,Doctor in Clover,Comedy,1966,Fenella Fielding,Ralph Thomas,Betty Box,Jack Davies,John Scott,Alfred Roome,Rank Organisation,United Kingdom
118052,The Trygon Factor,Comedy|Crime|Drama,1966,James Culliford,Cyril Frankel,Horst Wendlandt,Derry Quinn,Peter Thomas,Oswald Hafenrichter,General Film Distributors,West Germany
118082,The Voices,Comedy|Crime|Thriller,2014,Stephanie Vogt,Marjane Satrapi,Roy Lee,Michael R. Perry,Ghazaros Saryan,Stephanie Roche,ADS Service,Germany
118099,The Puzzle,Drama,2009,Grace Cunard,Francis Ford,Horst Wendlandt,Gerhard F. Hummel,Peter Thomas,Herbert Taschner,Constantin Film,United States of America
118117,Grace,Horror|Thriller,2014,Paula Usero,Larry Jack Dotson,Brian Levant,Andrew Hyatt,Jon Garcia,Jeff Buchanan,Netflix,United States of America
118185,Escapade,Comedy|Drama,1955,Angelo Ferrari,Hans Otto,Erich Waschneck,Thea von Harbou,Kurt,Otto Ludwig,Distributors Corporation of America,Germany
118189,Go for It,Action|Adventure|Comedy,1983,Emilio Estefan,Carmen Marron,Mariem Riera,Marco Tullio Barboni,Kathryn Bostic,Mariem Riera,Roadside Attractions,United States of America
118191,Great Expectations,Drama|Romance,1934,Michael York,Joseph Hardy,Antony I. Ginnane,Tim Burstall,Maurice Jarre,Tariq Anwar,Paramount Pictures,United Kingdom
118206,Manny,Documentary|Drama,2014,Manny Pacquiao,Leon Gast,Dean Silvers,Carl Barron,Harry Manfredini,Steve Miner,Universal Pictures,Philippines
118208,Stiletto,Crime|Drama,1969,Tony Lip,Mario Philip Azzopardi,Italo Martinenghi,Mario Amendola,Cliff Martinez,Frank Mazzola,First Look Studios,United States of America
118228,Shoot,Drama|Thriller,1976,Alexandra Park,Christopher Wilcha,KV Dhillon,Niki List,Harald Kloser,Ingrid Koller,Netflix,Japan
118244,Wanderers,Animation|Sci-Fi,2014,Rocco D'Assunta,Robert F. Hill,Martin Ransohoff,Giuseppe Berto,Angelo Francesco Lavagnino,Mario Serandrei,Netflix,United States of America
118250,Survival Quest,Adventure|Thriller,1988,Reggie Bannister,Don Coscarelli,Roberto A. Quezada,Don Coscarelli,Fred Myrow,Don Coscarelli,Metro-Goldwyn-Mayer,United States of America
118266,Norwegian Ninja,Action|Comedy,2010,Emil Stang Lund,Thomas Cappelen Malling,Eric Vogel,Thomas Cappelen Malling,Gaute,Simen Gengenbach,Euforia Film,Norway
118270,Hellbenders,Comedy|Horror|Thriller,2012,Clifton Collins,J. T. Petty,Alfredo Antonini,Albert Band,Ennio Morricone,Nino Baragli,The Film Arcade,United States of America
118278,In Your Hands,Drama,2011,Jules Benchetrit,Ludovic Bernard,Pierfrancesco Fiorenza,Lola Doillon,Herminio,Bodil,Cirko Film,France
118298,Float,Drama|Romance,2007,Hazel Doupe,Marjatta Koivulehto,Roman Jarosz,Tomasz Wasilewski,Baasch,Bjarne Henning-Jensen,Netflix,United States of America
118348,Trance,Mystery|Thriller,2001,Anu K. Aniyan,Anwar Rasheed,Amal Neerad,Morten Skriver,Phil Davies,Praveen Prabhakar,Film i,India
118350,Tell,Action|Crime|Drama,2014,Seamus Patterson,Mark Wexler,Ivan Samokhvalov,Ilya Tilkin,Igor Vdovin,Eric Schefter,Netflix,United States of America
118354,Kill the Messenger,Crime|Drama|Mystery|Thriller,2014,Barry Pepper,Michael Cuesta,Jeremy Renner,Peter Landesman,Nathan Johnson,Brian A. Kates,Big Bang Media,United States of America
118460,Sallah,Comedy,1964,Zaharira Harifai,Ephraim Kishon,Menahem Golan,Ephraim Kishon,Yohanan Zarai,Roberto Cinquini,Netflix,Israel
118472,Adios,Action|Western,1966,Mario Novelli,Ferdinando Baldi,Manolo Bolognini,Franco Rossetti,Abril,Sergio Montanari,Euro International Film,Italy
118490,The Shock,Action|Crime|Romance|Thriller,1982,Richard Dix,David Gregory,Jesse Louis Lasky,Luther Reed,Alfred Newman,Robert L. Simpson,Paramount Pictures,United Kingdom
118520,Between Miracles,Comedy,1972,Rosita Toros,Nino Manfredi,Angelo Rizzoli,Piero De Bernardi,Guido De Angelis,Alberto Gallitti,Cineriz,Italy
118522,The Rebel,Action|Crime|Drama|Thriller,1980,Lung Fong,Chiung Fong,Lo Wei,Charlie Nguyen,Christopher Wong,Richard Best,Associated British Picture Corporation,People's Republic of China
118532,The Cyclone,Comedy|Romance,1996,Don Barry,J. P. McGowan,Lester F. Scott Jr.,Richard Murphy,Cy Feuer,Mirco Garrone,Fox Film Corporation,United States of America
118556,The Gun,Crime|Drama,1978,Cameron Mitchell,Spencer Gordon Bennet,Peter McAleese,Konkona Sen Sharma,Marco Beltrami,Aarif Sheikh,Big Bang Media,People's Republic of China
118572,The Mule,Comedy|Crime|Drama,2014,Loren Dean,Clint Eastwood,Clint Eastwood,Nick Schenk,Arturo Sandoval,Joel Cox,Netflix,United States of America
118576,Shy People,Drama,1987,Pruitt Taylor Vince,Andrei Konchalovsky,Yoram Globus,Brach,Edgar Froese,Alain Jakubowicz,The Cannon Group,United States of America
118690,Eight Iron Men,Drama|War,1952,Bonar Colleano,Edward Dmytryk,Stanley Kramer,Harry Brown,Leith Stevens,Aaron Stell,Columbia Pictures,United States of America
118696,The The Battle of the Five Armies,Adventure|Fantasy,2014,Peter Hambleton,Peter Jackson,Carolynne Cunningham,Philippa Boyens,Howard Shore,Jabez Olssen,Hungary,New Zealand
118700,Selma,Drama,2014,David Oyelowo,Rachel Fleit,Jeremy Kleiner,Paul Webb,Jason Moran,Spencer Averick,Netflix,United States of America
118702,Unbroken,Drama|War,2014,Ryohei Suzuki,Jane Munene-Murago,Vlad Yudin,Ken Hixon,Brandon Roberts,William Goldenberg,Netflix,Kenya
118708,Three Wise Fools,Comedy|Drama,1946,Billy Curtis,Edward Buzzell,Samuel Goldwyn,June Mathis,Kaper,Gene Ruggiero,Metro-Goldwyn-Mayer,United States of America
118738,Tough Guys,Action|Crime,1974,Joan Crosas,Samuel Benchetrit,Morgan Spurlock,Juan Moreno,Felix Bartsch,Edith Nisted Nielsen,Cirko Film,France
118756,The Scapegoat,Drama,1963,Thierry Neuvic,Nicolas Bary,Gilles Waterkeyn,Nicolas Bary,Armando Trovaioli,Franco Fraticelli,Netflix,France
118760,The Good Lie,Drama,2014,Stephen Eric McIntyre,Shawn Linden,Susan Schneir,Shawn Linden,Martin,Benjamin Duffield,Filmoption International,Canada
118762,Action Jackson,Action|Drama|Romance,2014,Rocky Verma,Prabhu Deva,Irwin Winkler,Srinu Vaitla,Sandeep Chowta,Suresh Urs,Eros International,India
118778,The Baby Maker,Drama,1970,Bobby Pickett,James Bridges,Jack Larson,James Bridges,Fred Karlin,Walter A. Thompson,National General Pictures,United States of America
118786,Comin' at,Western,1981,Ricardo Palacios,Ferdinando Baldi,Tony Anthony,Gene Quintano,Carlo Savina,Franco Fraticelli,Filmways,United States of America
118796,Prey,Adventure|Drama|Horror|Mystery|Thriller,2010,Lee Seol,Kim Yong-wan,Jhane Myers,Yeon Sang-ho,Michael Kamm,Robert Rzesacz,CJ ENM,Egypt
118818,Frozen,Fantasy|Romance,2010,Silvia Janisch,Adam Aomari,Elvira Senft,Ville Suhonen,Mischa Spoliansky,Tuuli Kuittinen,Netflix,Canada
118822,Andy Warhol,Documentary,1987,Edie Sedgwick,Andy Warhol,Andy Warhol,Pat Hackett,Mike Bloomfield,Chuck Workman,New World Pictures,United States of America
118882,1981,Comedy|Drama|Romance,2009,Mikhail Svetin,Richard Martin,Nicole Robert,Ricardo Trogi,Maksim Dunayevsky,Yvann Thibaudeau,Alliance Films,Canada
118896,Mommy,Drama,2014,Peter Hermann,Matt Sobel,Ulrich Seidl,Chris Sivertson,Olga Neuwirth,Michael Palm,MarVista Entertainment,United States of America
118900,Wild,Drama,2014,Foster Hirsch,Ethan Hawke,Patricia Gomez Zlatar,Shelby Gaines,Chad Fischer,Shaun Rykiss,Netflix,France
118908,Jack the Ripper,Crime|Drama|Mystery|Thriller,1988,Falk Hentschel,Sebastian Niemann,Dan Maag,Holger Karsten Schmidt,Egon Riedel,Moune Barius,Netflix,Germany
118916,Titanic,Action|Drama|Romance,1996,Keesha Sharp,Nick Lyon,David Michael Latt,Jacob Cooney,Mikel Shane Prather,Wibecke,Walt Disney Pictures,United States of America
118948,Blackbird,Animation,1959,Nina Mae McKinney,Leo D. Maloney,Jesse Louis Lasky,Rikki Beadle-Blair,Adam Samuel Goldman,Kristina Hetherington,Warner Bros.,United States of America
119031,The Son of the Sheik,Action|Comedy,1977,Salvatore Billa,Bruno Corbucci,Galliano Juso,Mario Amendola,Guido De Angelis,Daniele Alabiso,Netflix,Italy
119035,Swindle,Action|Comedy,1977,Ayleen Charlotte,Felicity Morris,Marin Karmitz,Fred Myton,Jim Moginie,Lena Neumann,Netflix,United Kingdom
119061,Aladdin,Adventure|Fantasy,1986,Kev Adams,B. S. Rajhans,William Fox,Tammy Klein,Eliza Swenson,Rob Pallatina,Fox Film Corporation,Malaysia
119068,Women Children,Comedy|Drama,2014,Chalamet,Jason Reitman,Jason Reitman,Erin Cressida Wilson,Bibio,Dana E. Glauberman,Paramount Pictures,United States of America
119126,Killers,Action|Crime|Drama|Thriller,2014,Uchida,Junya,Emma Tillinger Koskoff,Bret Easton Ellis,Robbie Robertson,Thelma Schoonmaker,Lionsgate Home Entertainment,Egypt
119135,Momo,Animation|Children|Fantasy,2001,Aneesh G. Menon,Vincent Lobelle,Bignon,Zakariya Mohammed,Neha Nair,Amedeo Salfa,ADS Service,France
119139,Ascension,Drama|Sci-Fi,2014,David Gant,Broderick O'Farrell,Kira Simon-Kennedy,Karim Hussain,Dan Deacon,Jessica Kingdon,MTV Entertainment Studios,United States of America
119141,The Interview,Action|Comedy,2014,Diana Bang,Andy Brannigan,James Weaver,Dan Sterling,Henry Jackman,Zene Baker,Hulu,Denmark
119143,Flap,Comedy|Drama,1970,Raimondo Van Riel,Alan James,Jerry Adler,Harry H. Caldwell,Artur Guttmann,Frank Bracht,Aafa-Film,United States of America
119151,Night Watch,Horror|Mystery|Thriller,1973,Marc Zinga,Mitchell Altieri,Ned Marin,Pierre Jolivet,Charles Silver,John Jympson,Embassy Pictures,United States of America
119167,Paradox,Sci-Fi|Thriller,2010,Andrea Trepat,Daryl Hannah,Neil Young,Daryl Hannah,Neil Young,Alan Baumgarten,Netflix,Spain
119196,Heartbeat,Comedy,1938,Krystal Ellsworth,Krystal Rivers,Sol M. Wurtzel,Duane Adler,Cyril J. Mockridge,Alex Troffey,Hulu,Belgium
119314,Pigs,Comedy,2007,Susanne Bonneik,Otto Retzer,Karl Spiehs,Erich Tomek,Gerhard Heinz,Claudia Wutz,Les Films,People's Republic of China
119579,Blast,Action,1997,Fredrik Skogsrud,Martin Sofiedal,Greg Grunberg,Naruhisa Arakawa,John Carta,Mathieu Bouchard-Malo,Netflix,Norway
119583,Carry On Teacher,Comedy,1959,Kenneth Connor,Gerald Thomas,Peter Rogers,Norman Hudis,Edmund Crispin,John Shirley,Anglo-Amalgamated,United Kingdom
119595,Deceit,Sci-Fi,1992,Brian Protheroe,Alessandro Capone,Suzanne DeLaurentiis,David Ambrose,Luis Bacalov,Gary Brockette,Hulu,Italy
119653,Stormheart,Children|Drama,2008,Mikko Kivinen,Kaisa Rastimo,Pekka Levola,Marko,Iiro Ollila,Antony Bentley,Walt Disney Studios Motion Pictures,Finland
119655,Seventh Son,Adventure|Children|Fantasy,2014,Carl Walther Meyer,Franz Osten,Thomas Tull,Matt Greenberg,Marco Beltrami,Paul Rubell,Bavaria Film,Germany
119657,Gloss,Comedy|Drama,2007,Juris Lautsinsh,Johannes Grenzfurthner,Johannes Grenzfurthner,Ishan Raval,Eduard Artemyev,Johannes Grenzfurthner,monochrom,Austria
119679,The Wait,Drama|Thriller,2013,Meg Otanwa,Yemi Morafa,Nicola Giuliano,Inka,Esa-Pekka Salonen,Zeki Demirkubuz,FilmOne,Nigeria
119699,The Case of the Scorpion's Tail,Mystery|Thriller,1971,Lisa Leonardi,Sergio Martino,Luciano Martino,Eduardo Manzanos,Bruno Nicolai,Eugenio Alabiso,Titanus,Italy
119701,Let It Snow,Children|Drama|Romance,2013,Tinatin Dalakishvili,Lucien Jean-Baptiste,Scott Stuber,Lucien Jean-Baptiste,Keegan DeWitt,Marvin Matyka,Lionsgate Films,France
119754,Common,Crime|Drama,2014,Elisa Carricajo,Mat Hames,Gerardo Herrero,Francisco,Arfin Rumey,Desideria Rayner,Lewis J. Selznick,United States of America
119756,Corrupt,Action|Crime|Drama|Thriller,1999,Zak Spears,Roger Watkins,Wong Jing,Wong Jing,Waldo de los,Don Deacon,Netflix,Canada
119768,Exposure,Romance|Thriller,2001,Basil Langton,William Byron Hillman,George King,Gerald Elliott,Jack Beaver,John Seabourne,Paramount Pictures,United States of America
119770,Fanny,Drama,2013,Tanya Reynolds,Bobbi Jo Hart,Max Pfeiffer,Monique,Kurt,Daniel Kundrat,British Lion Films,Canada
119774,Fast Company,Comedy|Drama|Mystery|Romance,1938,William Benedict,James W. Horne,Frederick Stephani,Martin Mooney,Edward J. Kay,Ronald Sanders,Monogram Pictures,United States of America
119788,Fiesta,Musical,1947,Smiley Burnette,Robert,Miguel Rolland,Lester Cole,Raoul Kraushaar,Blanche Sewell,Republic Pictures,Chile
119792,Fighter Squadron,Action|War,1948,Tudor Owen,Raoul Walsh,Seton I. Miller,Seton I. Miller,Max Steiner,Christian Nyby,Warner Bros.,United States of America
119798,Final,Drama|Sci-Fi|Thriller,2001,Scottie Thompson,Randall Batinkoff,David Rimawi,Daniel Lusko,Andhika Triyadi,Mark Atkins,Zee Studios,Japan
119808,Arizona Colt Returns,Western,1970,Fernando Bilbao,Sergio Martino,Luciano Martino,Ernesto Gastaldi,Bruno Nicolai,Michele Massimo Tarantini,Netflix,Italy
119826,Sex with a Smile,Comedy,1976,Daniele Vargas,Sergio Martino,Luciano Martino,Raimondo Vianello,Enrico Simonetti,Eugenio Alabiso,Medusa Film,Italy
119830,The Mountain of the Cannibal God,Adventure|Horror,1978,Franco Fantasia,Sergio Martino,Luciano Martino,Sergio Martino,Guido De Angelis,Eugenio Alabiso,New Line Cinema,Italy
119832,Screamers,Action|Horror,1979,Tim Rozon,Sheldon Wilson,Tom Berry,Miguel Tejada-Flores,Jeff Atmajian,Yves Langlois,Sony Pictures Home Entertainment,United States of America
119860,The Opponent,Comedy|Drama,1988,John Doman,Eugene Jarecki,Luciano Martino,Eugene Jarecki,Vytas,Eugenio Alabiso,Netflix,United States of America
119977,Santa Claus,Children|Fantasy,1959,Deven Christiandi Putra,Margaret Alaska Young,Paul Field,Ross Wilson,Maury Laws,Marco Spoletini,20th Century Studios,United States of America
120088,Finders Keepers,Comedy,1984,Mary Pat Gleason,Fred de Cordova,Eve Meyer,Robert Ames Bennet,Igo Kantor,Russ Meyer,Universal Pictures,United States of America
120104,Fitzwilly,Comedy|Romance,1967,Paulene Myers,Delbert Mann,Walter Mirisch,Isobel Lennart,John Williams,Ralph E. Winters,Netflix,United States of America
120106,Five Guns West,Western,1955,Robert Wright Campbell,Roger Corman,Roger Corman,Robert Wright Campbell,Buddy Bregman,Ronald Sinclair,American International Pictures,United States of America
120112,The Grump,Comedy,2014,Ville Tiihonen,Mika,Jukka Helle,Daniela Hakulinen,Anssi,Markus,ADS Service,Germany
120114,Summertime,Comedy,2014,Yoo Teo,Carlos Estrada,Antonio Isasi-Isasmendi,Michael Idov,Ilya Demutsky,Gunnar Nilsen-Vig,Mozinet,United States of America
120118,The Forest,Drama|Fantasy,2012,Zhu Yuanyuan,Laurene Manaa Abdallah,Thomas Kufus,Volker,Ablaye Cissoko,Anette Fleming,Netflix,mainland China
120132,Annie,Children|Comedy|Drama|Musical,2014,Louise,Blandine Lenoir,Willie Hoffmann-Andersen,Blandine Lenoir,Jean-Luc Audy,Hermann Ludwig,Warner Bros.,France
120138,PK,Comedy|Drama|Fantasy|Mystery|Romance,2014,Jaycee Chan,Xiao Jiang,Rajkumar Hirani,Abhijat Joshi,Shantanu Moitra,Rajkumar Hirani,UTV Motion Pictures,India
120146,Boats,Comedy,2013,Beatriz Bienza,James Bird,Michael Balcon,Ahmet,Tito Ribero,Mustafa Presheva,Ealing Studios,United States of America
120202,Finders Keepers,Horror|Thriller,2014,Mary Pat Gleason,Fred de Cordova,Eve Meyer,Robert Ames Bennet,Igo Kantor,Russ Meyer,Universal Pictures,United States of America
120208,Flesh and Blood,Drama,1922,Ameze Imarhiagbe,Chico Ejiro,Ameze Imarhiagbe,Ameze Imarhiagbe,Charles Williams,Ine Schenkkan,British Lion Films,Nigeria
120212,Flipper's New Adventure,Adventure|Children|Drama,1964,Joe Higgins,Leon Benson,Ivan Tors,Ivan Tors,Henryk Wars,Warren Adams,Metro-Goldwyn-Mayer,United States of America
120214,Flirtation Walk,Musical|Romance,1934,John Arledge,Bobby Connelly,Robert Lord,Delmer Daves,Allie Wrubel,William Holmes,Warner Bros.,United States of America
120216,Sansa,Drama,2003,Suresh Bal,Hara Patnaik,Dhira Biswal,Hara Patnaik,Akshaya Mohanty,Deben Mishra,Netflix,India
120220,Follow the Boys,Comedy|Musical|Romance,1963,Roger Perry,Richard Thorpe,Charles K. Feldman,David Osborn,Alexander Courage,Fred R. Feitshans Jr.,Metro-Goldwyn-Mayer,United States of America
120234,Forbidden,Drama|Thriller,1949,Mahmoud Zuhairi,Ahmed Tharwat,Lupu Pick,Otto Retzer,Samuel Kaylin,Claudia Wutz,Kadokawa Pictures,Egypt
120236,Forbidden,Crime|Drama|Romance,1953,Mahmoud Zuhairi,Ahmed Tharwat,Lupu Pick,Otto Retzer,Samuel Kaylin,Claudia Wutz,Kadokawa Pictures,Egypt
120238,Force of Arms,Drama|Romance|War,1951,Grandon Rhodes,Michael Curtiz,Anthony Veiller,Orin Jannings,Max Steiner,Owen Marks,Warner Bros.,United States of America
120246,Forget Me Not,Romance,2010,Kitty Gordon,Emile Chautard,William A. Brady,Frances Marion,Alois Melichar,Jan Jaap Kuiper,United Artists Corporation,United Kingdom
120250,Fort Massacre,Western,1958,Claire Carleton,Joseph M. Newman,Walter Mirisch,Martin Goldsmith,Marlin Skiles,Richard Heermance,United Artists Corporation,United States of America
120256,Fortunes of Captain Blood,Action|Adventure|Romance,1950,Charles Irwin,Gordon Douglas,Harry Joe Brown,Michael Hogan,Paul Sawtell,Gene Havlick,Netflix,United States of America
120266,Framed,Crime|Drama|Film-Noir,1947,Biel Montoro,Stephen Roberts,William LeBaron,Robert E. Kent,Joseph Julian Gonzalez,Harry W. Gerstad,RKO Pictures,United States of America
120280,Bang Bang,Comedy,1971,Preity,Byron Q,Luciano Ercoli,Byron Q,Jeet Ganguly,Akiv Ali,Netflix,United States of America
120305,Next Time We Love,Drama|Romance,1936,Grant Mitchell,Edward H. Griffith,Paul Kohner,Ursula Parrott,Franz Waxman,Ted J. Kent,Universal Pictures,United States of America
